store_id,product_id,city_name,company_name,branch_name,product_name,stock_hour6_22_cnt,day_1_forecast,day_1_alert,day_2_forecast,day_2_alert,day_3_forecast,day_3_alert,day_4_forecast,day_4_alert,day_5_forecast,day_5_alert,day_6_forecast,day_6_alert,day_7_forecast,day_7_alert
66,725,Mumbai,Spencer,Branch 7,Product_725,0,3.37,UNDERSTOCK,9.15,UNDERSTOCK,9.98,UNDERSTOCK,16.38,UNDERSTOCK,27.03,UNDERSTOCK,54.51,UNDERSTOCK,73.02,UNDERSTOCK
69,638,Bhopal,Spencer,Branch 10,Product_638,0,4.01,UNDERSTOCK,8.27,UNDERSTOCK,8.8,UNDERSTOCK,15.06,UNDERSTOCK,21.88,UNDERSTOCK,37.75,UNDERSTOCK,51.02,UNDERSTOCK
30,579,Mumbai,Reliance,Branch 7,Product_579,6,3.82,OK,9.5,UNDERSTOCK,9.97,UNDERSTOCK,16.98,UNDERSTOCK,27.51,UNDERSTOCK,57.03,UNDERSTOCK,74.43,UNDERSTOCK
862,458,Ahmedabad,Company_862,Branch_862,Product_458,8,3.26,OVERSTOCK,7.88,OK,8.19,UNDERSTOCK,11.75,UNDERSTOCK,18.25,UNDERSTOCK,33.16,UNDERSTOCK,61.84,UNDERSTOCK
25,392,Mumbai,Reliance,Branch 2,Towel (Extra2),0,10.6,UNDERSTOCK,14.48,UNDERSTOCK,18.41,UNDERSTOCK,30.78,UNDERSTOCK,45.55,UNDERSTOCK,54.56,UNDERSTOCK,54.56,UNDERSTOCK
68,834,Bhopal,Spencer,Branch 9,Product_834,0,8.69,UNDERSTOCK,14.8,UNDERSTOCK,20.15,UNDERSTOCK,33.59,UNDERSTOCK,47.41,UNDERSTOCK,56.88,UNDERSTOCK,55.15,UNDERSTOCK
862,236,Ahmedabad,Company_862,Branch_862,Diary (Extra),0,3.69,UNDERSTOCK,8.97,UNDERSTOCK,8.92,UNDERSTOCK,16.52,UNDERSTOCK,24.35,UNDERSTOCK,51.12,UNDERSTOCK,70.46,UNDERSTOCK
69,71,Bhopal,Spencer,Branch 10,Eraser,12,5.38,OVERSTOCK,8.8,OK,11.1,OK,14.38,UNDERSTOCK,24.93,UNDERSTOCK,60.44,UNDERSTOCK,74.66,UNDERSTOCK
71,599,Ahmedabad,Spencer,Branch 12,Product_599,8,4.42,OK,9.52,UNDERSTOCK,10.6,UNDERSTOCK,14.53,UNDERSTOCK,26.1,UNDERSTOCK,46.78,UNDERSTOCK,53.72,UNDERSTOCK
21,763,Chandigarh,Vishal,Branch 10,Product_763,1,5.45,UNDERSTOCK,8.3,UNDERSTOCK,11.94,UNDERSTOCK,15.42,UNDERSTOCK,20.74,UNDERSTOCK,55.37,UNDERSTOCK,77.35,UNDERSTOCK
21,631,Chandigarh,Vishal,Branch 10,Product_631,0,3.02,UNDERSTOCK,9.19,UNDERSTOCK,9.67,UNDERSTOCK,13.81,UNDERSTOCK,24.03,UNDERSTOCK,35.99,UNDERSTOCK,50.94,UNDERSTOCK
21,740,Chandigarh,Vishal,Branch 10,Product_740,8,5.49,OK,12.35,UNDERSTOCK,21.88,UNDERSTOCK,36.12,UNDERSTOCK,49.55,UNDERSTOCK,57.37,UNDERSTOCK,56.09,UNDERSTOCK
871,4,Ahmedabad,Company_871,Branch_871,Grapes,16,10.16,OK,10.14,OK,12.49,OK,19.72,UNDERSTOCK,35.28,UNDERSTOCK,66.17,UNDERSTOCK,74.35,UNDERSTOCK
30,394,Mumbai,Reliance,Branch 7,Face Wash (Extra2),0,3.8,UNDERSTOCK,9.11,UNDERSTOCK,10.54,UNDERSTOCK,15.4,UNDERSTOCK,24.14,UNDERSTOCK,59.27,UNDERSTOCK,72.58,UNDERSTOCK
831,117,Kolkata,Company_831,Branch_831,Table,13,4.66,OVERSTOCK,9.13,OK,14.97,UNDERSTOCK,21.24,UNDERSTOCK,38.43,UNDERSTOCK,52.01,UNDERSTOCK,58.52,UNDERSTOCK
897,122,Chandigarh,Company_897,Branch_897,Blanket,0,9.07,UNDERSTOCK,10.9,UNDERSTOCK,14.22,UNDERSTOCK,24.24,UNDERSTOCK,55.44,UNDERSTOCK,70.99,UNDERSTOCK,69.87,UNDERSTOCK
826,317,Ahmedabad,Company_826,Branch_826,Rubber Band (Extra2),5,5.77,UNDERSTOCK,11.32,UNDERSTOCK,10.42,UNDERSTOCK,15.98,UNDERSTOCK,28.44,UNDERSTOCK,54.84,UNDERSTOCK,70.63,UNDERSTOCK
40,87,Surat,MoreSuper,Branch 5,Iron,0,6.33,UNDERSTOCK,13.83,UNDERSTOCK,18.54,UNDERSTOCK,27.8,UNDERSTOCK,60.54,UNDERSTOCK,82.13,UNDERSTOCK,80.64,UNDERSTOCK
897,775,Chandigarh,Company_897,Branch_897,Product_775,0,5.06,UNDERSTOCK,10.1,UNDERSTOCK,13.83,UNDERSTOCK,22.13,UNDERSTOCK,36.37,UNDERSTOCK,52.2,UNDERSTOCK,58.86,UNDERSTOCK
734,757,Hyderabad,Company_734,Branch_734,Product_757,11,3.62,OVERSTOCK,9.27,OK,10.55,OK,13.87,UNDERSTOCK,23.02,UNDERSTOCK,42.74,UNDERSTOCK,69.42,UNDERSTOCK
43,579,Delhi,MoreSuper,Branch 8,Product_579,0,5.81,UNDERSTOCK,9.3,UNDERSTOCK,10.32,UNDERSTOCK,14.54,UNDERSTOCK,24.67,UNDERSTOCK,51.17,UNDERSTOCK,73.57,UNDERSTOCK
76,600,Bhopal,StarBazaar,Branch 5,Product_600,8,4.71,OK,10.43,UNDERSTOCK,13.3,UNDERSTOCK,25.68,UNDERSTOCK,45.59,UNDERSTOCK,63.28,UNDERSTOCK,67.09,UNDERSTOCK
43,147,Delhi,MoreSuper,Branch 8,Broom,4,5.05,UNDERSTOCK,12.96,UNDERSTOCK,12.11,UNDERSTOCK,16.05,UNDERSTOCK,28.55,UNDERSTOCK,60.68,UNDERSTOCK,78.35,UNDERSTOCK
457,132,Bhopal,Company_457,Branch_457,Bowl,16,7.16,OVERSTOCK,10.39,OK,13.59,OK,21.73,UNDERSTOCK,39.43,UNDERSTOCK,68.42,UNDERSTOCK,76.2,UNDERSTOCK
26,129,Mumbai,Reliance,Branch 3,Planter,0,5.24,UNDERSTOCK,7.91,UNDERSTOCK,8.13,UNDERSTOCK,14.56,UNDERSTOCK,20.45,UNDERSTOCK,33.53,UNDERSTOCK,47.67,UNDERSTOCK
76,100,Bhopal,StarBazaar,Branch 5,Power Bank,16,4.26,OVERSTOCK,9.28,OK,17.86,UNDERSTOCK,26.87,UNDERSTOCK,55.96,UNDERSTOCK,65.07,UNDERSTOCK,63.74,UNDERSTOCK
54,599,Surat,BigBazaar,Branch 7,Product_599,10,3.02,OVERSTOCK,8.17,OK,12.62,UNDERSTOCK,19.82,UNDERSTOCK,38.91,UNDERSTOCK,62.45,UNDERSTOCK,67.48,UNDERSTOCK
457,116,Bhopal,Company_457,Branch_457,Chair,0,3.6,UNDERSTOCK,8.07,UNDERSTOCK,8.36,UNDERSTOCK,14.75,UNDERSTOCK,19.47,UNDERSTOCK,35.75,UNDERSTOCK,62.59,UNDERSTOCK
26,284,Mumbai,Reliance,Branch 3,Conditioner (Extra2),1,3.97,UNDERSTOCK,7.65,UNDERSTOCK,9.59,UNDERSTOCK,14.01,UNDERSTOCK,18.92,UNDERSTOCK,37.86,UNDERSTOCK,63.95,UNDERSTOCK
886,127,Chandigarh,Company_886,Branch_886,Wall Art,0,7.15,UNDERSTOCK,11.71,UNDERSTOCK,11.31,UNDERSTOCK,19.88,UNDERSTOCK,34.34,UNDERSTOCK,50.86,UNDERSTOCK,57.17,UNDERSTOCK
897,215,Chandigarh,Company_897,Branch_897,Headphones (Extra),0,13.71,UNDERSTOCK,12.63,UNDERSTOCK,18.57,UNDERSTOCK,51.27,UNDERSTOCK,61.68,UNDERSTOCK,73.23,UNDERSTOCK,72.11,UNDERSTOCK
427,467,Hyderabad,Company_427,Branch_427,Product_467,16,9.17,OK,13.02,OK,14.69,OK,30.13,UNDERSTOCK,44.88,UNDERSTOCK,54.79,UNDERSTOCK,59.62,UNDERSTOCK
427,351,Hyderabad,Company_427,Branch_427,Pen Drive (Extra2),3,6.35,UNDERSTOCK,7.33,UNDERSTOCK,10.38,UNDERSTOCK,16.56,UNDERSTOCK,28.57,UNDERSTOCK,68.78,UNDERSTOCK,91.77,UNDERSTOCK
381,272,Mumbai,Company_381,Branch_381,Shower Gel (Extra),0,7.09,UNDERSTOCK,10.14,UNDERSTOCK,10.83,UNDERSTOCK,14.81,UNDERSTOCK,23.96,UNDERSTOCK,55.99,UNDERSTOCK,72.23,UNDERSTOCK
136,512,Ahmedabad,Reliance,Branch 17,Product_512,0,12.85,UNDERSTOCK,14.16,UNDERSTOCK,19.11,UNDERSTOCK,49.22,UNDERSTOCK,62.58,UNDERSTOCK,72.15,UNDERSTOCK,70.36,UNDERSTOCK
10,775,Kolkata,Dmart,Branch 11,Product_775,6,4.2,OK,7.9,UNDERSTOCK,12.26,UNDERSTOCK,11.36,UNDERSTOCK,17.85,UNDERSTOCK,34.69,UNDERSTOCK,51.24,UNDERSTOCK
26,309,Mumbai,Reliance,Branch 3,Puzzle (Extra),11,2.82,OVERSTOCK,3.72,OVERSTOCK,5.67,OK,10.66,OK,12.94,UNDERSTOCK,23.59,UNDERSTOCK,44.25,UNDERSTOCK
48,531,Delhi,BigBazaar,Branch 1,Product_531,0,3.5,UNDERSTOCK,9.19,UNDERSTOCK,9.48,UNDERSTOCK,15.86,UNDERSTOCK,24.48,UNDERSTOCK,52.48,UNDERSTOCK,72.22,UNDERSTOCK
834,191,Kolkata,Company_834,Branch_834,Pen (Extra),16,4.87,OVERSTOCK,9.25,OK,14.29,OK,21.81,UNDERSTOCK,46.03,UNDERSTOCK,79.55,UNDERSTOCK,88.27,UNDERSTOCK
9,757,Patna,Dmart,Branch 10,Product_757,6,2.28,OVERSTOCK,5.22,OK,8.53,UNDERSTOCK,12.0,UNDERSTOCK,14.61,UNDERSTOCK,25.3,UNDERSTOCK,58.88,UNDERSTOCK
825,580,Ahmedabad,Company_825,Branch_825,Product_580,3,8.2,UNDERSTOCK,11.2,UNDERSTOCK,16.18,UNDERSTOCK,28.79,UNDERSTOCK,42.21,UNDERSTOCK,53.62,UNDERSTOCK,59.69,UNDERSTOCK
136,65,Ahmedabad,Reliance,Branch 17,Mask,11,4.18,OVERSTOCK,9.91,OK,12.64,UNDERSTOCK,13.81,UNDERSTOCK,26.28,UNDERSTOCK,60.55,UNDERSTOCK,76.22,UNDERSTOCK
43,522,Delhi,MoreSuper,Branch 8,Product_522,0,3.85,UNDERSTOCK,8.99,UNDERSTOCK,9.91,UNDERSTOCK,14.34,UNDERSTOCK,22.47,UNDERSTOCK,34.47,UNDERSTOCK,59.0,UNDERSTOCK
826,520,Ahmedabad,Company_826,Branch_826,Product_520,0,8.86,UNDERSTOCK,10.87,UNDERSTOCK,15.01,UNDERSTOCK,23.61,UNDERSTOCK,52.03,UNDERSTOCK,62.58,UNDERSTOCK,72.15,UNDERSTOCK
40,533,Surat,MoreSuper,Branch 5,Product_533,0,5.44,UNDERSTOCK,13.56,UNDERSTOCK,19.85,UNDERSTOCK,29.84,UNDERSTOCK,61.21,UNDERSTOCK,78.68,UNDERSTOCK,76.78,UNDERSTOCK
43,573,Delhi,MoreSuper,Branch 8,Product_573,10,3.05,OVERSTOCK,7.56,OK,9.65,OK,13.51,UNDERSTOCK,17.56,UNDERSTOCK,34.92,UNDERSTOCK,64.72,UNDERSTOCK
354,599,Delhi,Company_354,Branch_354,Product_599,0,7.78,UNDERSTOCK,8.42,UNDERSTOCK,11.72,UNDERSTOCK,19.21,UNDERSTOCK,34.77,UNDERSTOCK,51.54,UNDERSTOCK,58.3,UNDERSTOCK
895,244,Patna,Company_895,Branch_895,Blanket (Extra),10,4.93,OVERSTOCK,11.26,UNDERSTOCK,9.94,OK,14.59,UNDERSTOCK,27.69,UNDERSTOCK,60.67,UNDERSTOCK,75.99,UNDERSTOCK
51,656,Patna,BigBazaar,Branch 4,Product_656,11,3.27,OVERSTOCK,7.43,OK,12.42,UNDERSTOCK,17.84,UNDERSTOCK,32.54,UNDERSTOCK,56.83,UNDERSTOCK,65.02,UNDERSTOCK
897,422,Chandigarh,Company_897,Branch_897,Cat Food (Extra2),0,3.37,UNDERSTOCK,8.13,UNDERSTOCK,9.56,UNDERSTOCK,16.6,UNDERSTOCK,27.91,UNDERSTOCK,52.71,UNDERSTOCK,72.07,UNDERSTOCK
36,50,Surat,MoreSuper,Branch 1,Cake,13,12.14,OK,17.18,UNDERSTOCK,23.44,UNDERSTOCK,42.09,UNDERSTOCK,68.76,UNDERSTOCK,80.38,UNDERSTOCK,78.58,UNDERSTOCK
354,579,Delhi,Company_354,Branch_354,Product_579,0,4.2,UNDERSTOCK,9.27,UNDERSTOCK,11.63,UNDERSTOCK,15.09,UNDERSTOCK,26.13,UNDERSTOCK,52.49,UNDERSTOCK,72.15,UNDERSTOCK
102,496,Lucknow,MoreSuper,Branch 19,Product_496,6,5.26,OK,10.04,UNDERSTOCK,13.35,UNDERSTOCK,22.07,UNDERSTOCK,41.32,UNDERSTOCK,53.41,UNDERSTOCK,62.9,UNDERSTOCK
26,286,Mumbai,Reliance,Branch 3,Razor (Extra),0,5.51,UNDERSTOCK,13.38,UNDERSTOCK,12.26,UNDERSTOCK,21.22,UNDERSTOCK,36.12,UNDERSTOCK,64.27,UNDERSTOCK,74.7,UNDERSTOCK
40,580,Surat,MoreSuper,Branch 5,Product_580,8,31.16,UNDERSTOCK,68.05,UNDERSTOCK,77.44,UNDERSTOCK,76.13,UNDERSTOCK,76.13,UNDERSTOCK,76.13,UNDERSTOCK,76.13,UNDERSTOCK
354,512,Delhi,Company_354,Branch_354,Product_512,0,10.14,UNDERSTOCK,13.4,UNDERSTOCK,17.87,UNDERSTOCK,32.62,UNDERSTOCK,58.58,UNDERSTOCK,72.15,UNDERSTOCK,70.36,UNDERSTOCK
9,121,Patna,Dmart,Branch 10,Pillow,16,4.45,OVERSTOCK,6.8,OVERSTOCK,8.62,OK,17.94,UNDERSTOCK,25.62,UNDERSTOCK,62.12,UNDERSTOCK,86.36,UNDERSTOCK
886,129,Chandigarh,Company_886,Branch_886,Planter,16,5.07,OVERSTOCK,8.93,OK,11.12,OK,17.2,UNDERSTOCK,22.11,UNDERSTOCK,47.77,UNDERSTOCK,59.79,UNDERSTOCK
894,631,Hyderabad,Company_894,Branch_894,Product_631,0,5.09,UNDERSTOCK,9.05,UNDERSTOCK,10.9,UNDERSTOCK,14.14,UNDERSTOCK,24.39,UNDERSTOCK,46.7,UNDERSTOCK,52.12,UNDERSTOCK
17,90,Hyderabad,Vishal,Branch 6,AC,0,3.23,UNDERSTOCK,7.36,UNDERSTOCK,7.22,UNDERSTOCK,7.15,UNDERSTOCK,8.79,UNDERSTOCK,14.38,UNDERSTOCK,21.5,UNDERSTOCK
44,599,Delhi,MoreSuper,Branch 9,Product_599,3,3.12,UNDERSTOCK,8.31,UNDERSTOCK,8.61,UNDERSTOCK,14.05,UNDERSTOCK,23.89,UNDERSTOCK,41.61,UNDERSTOCK,57.32,UNDERSTOCK
3,635,Lucknow,Dmart,Branch 4,Product_635,0,3.31,UNDERSTOCK,6.46,UNDERSTOCK,8.33,UNDERSTOCK,13.89,UNDERSTOCK,21.91,UNDERSTOCK,36.73,UNDERSTOCK,49.3,UNDERSTOCK
3,655,Lucknow,Dmart,Branch 4,Product_655,0,6.4,UNDERSTOCK,9.52,UNDERSTOCK,16.11,UNDERSTOCK,21.04,UNDERSTOCK,35.82,UNDERSTOCK,59.35,UNDERSTOCK,70.35,UNDERSTOCK
297,26,Lucknow,Company_297,Branch_297,Cheese,0,6.91,UNDERSTOCK,7.55,UNDERSTOCK,11.17,UNDERSTOCK,16.18,UNDERSTOCK,30.76,UNDERSTOCK,55.11,UNDERSTOCK,73.0,UNDERSTOCK
879,441,Kolkata,Company_879,Branch_879,File (Extra3),0,3.92,UNDERSTOCK,9.94,UNDERSTOCK,12.68,UNDERSTOCK,13.71,UNDERSTOCK,25.01,UNDERSTOCK,55.74,UNDERSTOCK,71.76,UNDERSTOCK
297,129,Lucknow,Company_297,Branch_297,Planter,16,6.05,OVERSTOCK,8.22,OK,7.46,OVERSTOCK,13.37,OK,17.78,UNDERSTOCK,33.05,UNDERSTOCK,55.61,UNDERSTOCK
297,127,Lucknow,Company_297,Branch_297,Wall Art,0,5.47,UNDERSTOCK,11.18,UNDERSTOCK,14.05,UNDERSTOCK,21.99,UNDERSTOCK,37.58,UNDERSTOCK,53.7,UNDERSTOCK,60.47,UNDERSTOCK
874,381,Ahmedabad,Company_874,Branch_874,Pan (Extra2),0,4.17,UNDERSTOCK,9.69,UNDERSTOCK,15.78,UNDERSTOCK,21.85,UNDERSTOCK,42.23,UNDERSTOCK,69.48,UNDERSTOCK,86.38,UNDERSTOCK
37,573,Surat,MoreSuper,Branch 2,Product_573,7,9.85,UNDERSTOCK,16.43,UNDERSTOCK,17.0,UNDERSTOCK,35.66,UNDERSTOCK,67.99,UNDERSTOCK,85.09,UNDERSTOCK,83.58,UNDERSTOCK
286,387,Bhopal,Company_286,Branch_286,Tray (Extra2),0,9.5,UNDERSTOCK,10.57,UNDERSTOCK,15.03,UNDERSTOCK,23.61,UNDERSTOCK,52.41,UNDERSTOCK,62.58,UNDERSTOCK,72.15,UNDERSTOCK
42,456,Delhi,MoreSuper,Branch 7,TV (Extra3),12,2.61,OVERSTOCK,7.08,OK,11.31,OK,17.6,UNDERSTOCK,28.9,UNDERSTOCK,62.72,UNDERSTOCK,82.96,UNDERSTOCK
897,763,Chandigarh,Company_897,Branch_897,Product_763,7,7.35,UNDERSTOCK,11.06,UNDERSTOCK,16.16,UNDERSTOCK,22.37,UNDERSTOCK,39.15,UNDERSTOCK,68.05,UNDERSTOCK,74.85,UNDERSTOCK
45,570,Delhi,MoreSuper,Branch 10,Product_570,1,3.26,UNDERSTOCK,8.41,UNDERSTOCK,10.98,UNDERSTOCK,14.45,UNDERSTOCK,22.51,UNDERSTOCK,34.89,UNDERSTOCK,59.07,UNDERSTOCK
43,272,Delhi,MoreSuper,Branch 8,Shower Gel (Extra),1,9.13,UNDERSTOCK,13.44,UNDERSTOCK,15.79,UNDERSTOCK,30.38,UNDERSTOCK,53.65,UNDERSTOCK,75.52,UNDERSTOCK,73.59,UNDERSTOCK
897,41,Chandigarh,Company_897,Branch_897,Sugar,6,6.93,UNDERSTOCK,13.48,UNDERSTOCK,17.78,UNDERSTOCK,23.4,UNDERSTOCK,47.72,UNDERSTOCK,61.81,UNDERSTOCK,61.81,UNDERSTOCK
3,240,Lucknow,Dmart,Branch 4,Sofa (Extra),0,6.49,UNDERSTOCK,8.18,UNDERSTOCK,14.15,UNDERSTOCK,15.7,UNDERSTOCK,25.74,UNDERSTOCK,40.49,UNDERSTOCK,47.64,UNDERSTOCK
45,511,Delhi,MoreSuper,Branch 10,Product_511,0,3.32,UNDERSTOCK,8.74,UNDERSTOCK,9.3,UNDERSTOCK,15.98,UNDERSTOCK,22.47,UNDERSTOCK,34.47,UNDERSTOCK,59.0,UNDERSTOCK
457,190,Bhopal,Company_457,Branch_457,Notebook (Extra),0,6.3,UNDERSTOCK,9.82,UNDERSTOCK,16.1,UNDERSTOCK,23.81,UNDERSTOCK,46.15,UNDERSTOCK,79.27,UNDERSTOCK,88.95,UNDERSTOCK
297,468,Lucknow,Company_297,Branch_297,Product_468,12,3.7,OVERSTOCK,9.55,OK,10.65,OK,14.74,UNDERSTOCK,24.6,UNDERSTOCK,56.55,UNDERSTOCK,75.63,UNDERSTOCK
25,599,Mumbai,Reliance,Branch 2,Product_599,6,7.71,UNDERSTOCK,11.04,UNDERSTOCK,13.13,UNDERSTOCK,23.32,UNDERSTOCK,39.99,UNDERSTOCK,54.75,UNDERSTOCK,61.12,UNDERSTOCK
297,496,Lucknow,Company_297,Branch_297,Product_496,1,7.0,UNDERSTOCK,9.2,UNDERSTOCK,14.42,UNDERSTOCK,22.37,UNDERSTOCK,37.54,UNDERSTOCK,50.01,UNDERSTOCK,58.61,UNDERSTOCK
886,292,Chandigarh,Company_886,Branch_886,Soap (Extra2),3,6.74,UNDERSTOCK,11.04,UNDERSTOCK,13.99,UNDERSTOCK,24.75,UNDERSTOCK,41.0,UNDERSTOCK,51.41,UNDERSTOCK,57.83,UNDERSTOCK
896,740,Chandigarh,Company_896,Branch_896,Product_740,0,4.63,UNDERSTOCK,9.32,UNDERSTOCK,15.27,UNDERSTOCK,22.67,UNDERSTOCK,36.78,UNDERSTOCK,50.15,UNDERSTOCK,58.34,UNDERSTOCK
270,45,Delhi,Company_270,Branch_270,Juice,13,4.71,OVERSTOCK,11.03,OK,11.45,OK,14.54,UNDERSTOCK,26.72,UNDERSTOCK,59.42,UNDERSTOCK,75.4,UNDERSTOCK
749,122,Hyderabad,Company_749,Branch_749,Blanket,0,7.01,UNDERSTOCK,11.23,UNDERSTOCK,16.34,UNDERSTOCK,22.32,UNDERSTOCK,37.92,UNDERSTOCK,63.88,UNDERSTOCK,74.88,UNDERSTOCK
318,447,Ahmedabad,Company_318,Branch_318,Lunch Box (Extra3),0,3.4,UNDERSTOCK,9.01,UNDERSTOCK,9.48,UNDERSTOCK,17.66,UNDERSTOCK,26.13,UNDERSTOCK,52.49,UNDERSTOCK,72.15,UNDERSTOCK
427,694,Hyderabad,Company_427,Branch_427,Product_694,0,12.21,UNDERSTOCK,13.78,UNDERSTOCK,15.89,UNDERSTOCK,32.12,UNDERSTOCK,51.95,UNDERSTOCK,58.71,UNDERSTOCK,57.44,UNDERSTOCK
270,221,Delhi,Company_270,Branch_270,Charger (Extra),0,3.19,UNDERSTOCK,7.29,UNDERSTOCK,8.44,UNDERSTOCK,14.75,UNDERSTOCK,20.38,UNDERSTOCK,34.4,UNDERSTOCK,59.34,UNDERSTOCK
38,317,Surat,MoreSuper,Branch 3,Rubber Band (Extra2),0,11.71,UNDERSTOCK,23.57,UNDERSTOCK,38.36,UNDERSTOCK,62.01,UNDERSTOCK,78.39,UNDERSTOCK,76.46,UNDERSTOCK,76.46,UNDERSTOCK
23,300,Lucknow,Vishal,Branch 12,Pet Food (Extra),0,6.26,UNDERSTOCK,9.43,UNDERSTOCK,13.27,UNDERSTOCK,21.74,UNDERSTOCK,43.03,UNDERSTOCK,75.77,UNDERSTOCK,94.85,UNDERSTOCK
23,525,Lucknow,Vishal,Branch 12,Product_525,0,6.28,UNDERSTOCK,8.11,UNDERSTOCK,7.06,UNDERSTOCK,9.49,UNDERSTOCK,19.91,UNDERSTOCK,33.21,UNDERSTOCK,51.87,UNDERSTOCK
47,864,Delhi,MoreSuper,Branch 12,Product_864,0,8.97,UNDERSTOCK,12.78,UNDERSTOCK,14.07,UNDERSTOCK,21.45,UNDERSTOCK,35.32,UNDERSTOCK,64.01,UNDERSTOCK,81.01,UNDERSTOCK
749,381,Hyderabad,Company_749,Branch_749,Pan (Extra2),0,5.34,UNDERSTOCK,9.47,UNDERSTOCK,14.28,UNDERSTOCK,23.72,UNDERSTOCK,43.14,UNDERSTOCK,73.64,UNDERSTOCK,86.38,UNDERSTOCK
813,587,Chennai,Company_813,Branch_813,Product_587,0,4.12,UNDERSTOCK,7.28,UNDERSTOCK,10.29,UNDERSTOCK,20.14,UNDERSTOCK,27.96,UNDERSTOCK,42.18,UNDERSTOCK,51.92,UNDERSTOCK
26,678,Mumbai,Reliance,Branch 3,Product_678,0,3.9,UNDERSTOCK,8.27,UNDERSTOCK,9.26,UNDERSTOCK,15.84,UNDERSTOCK,23.14,UNDERSTOCK,40.58,UNDERSTOCK,67.8,UNDERSTOCK
896,763,Chandigarh,Company_896,Branch_896,Product_763,3,5.21,UNDERSTOCK,10.47,UNDERSTOCK,10.03,UNDERSTOCK,18.25,UNDERSTOCK,31.49,UNDERSTOCK,62.97,UNDERSTOCK,75.07,UNDERSTOCK
286,207,Bhopal,Company_286,Branch_286,Microwave (Extra),0,4.86,UNDERSTOCK,10.53,UNDERSTOCK,16.0,UNDERSTOCK,24.11,UNDERSTOCK,49.39,UNDERSTOCK,83.82,UNDERSTOCK,95.14,UNDERSTOCK
38,309,Surat,MoreSuper,Branch 3,Puzzle (Extra),1,6.41,UNDERSTOCK,8.12,UNDERSTOCK,11.48,UNDERSTOCK,15.0,UNDERSTOCK,24.88,UNDERSTOCK,51.88,UNDERSTOCK,65.77,UNDERSTOCK
45,83,Delhi,MoreSuper,Branch 10,Juicer,1,7.33,UNDERSTOCK,11.0,UNDERSTOCK,11.32,UNDERSTOCK,16.67,UNDERSTOCK,28.23,UNDERSTOCK,62.78,UNDERSTOCK,79.77,UNDERSTOCK
47,317,Delhi,MoreSuper,Branch 12,Rubber Band (Extra2),4,11.19,UNDERSTOCK,13.33,UNDERSTOCK,16.12,UNDERSTOCK,34.23,UNDERSTOCK,62.55,UNDERSTOCK,81.58,UNDERSTOCK,80.07,UNDERSTOCK
270,309,Delhi,Company_270,Branch_270,Puzzle (Extra),16,9.59,OK,13.76,OK,13.29,OK,25.18,UNDERSTOCK,51.32,UNDERSTOCK,64.49,UNDERSTOCK,63.32,UNDERSTOCK
742,191,Patna,Company_742,Branch_742,Pen (Extra),0,11.0,UNDERSTOCK,12.43,UNDERSTOCK,20.12,UNDERSTOCK,37.25,UNDERSTOCK,80.82,UNDERSTOCK,97.31,UNDERSTOCK,95.83,UNDERSTOCK
742,672,Patna,Company_742,Branch_742,Product_672,15,4.76,OVERSTOCK,11.44,OK,12.55,OK,20.25,UNDERSTOCK,34.69,UNDERSTOCK,57.37,UNDERSTOCK,62.08,UNDERSTOCK
40,456,Surat,MoreSuper,Branch 5,TV (Extra3),12,4.57,OVERSTOCK,11.33,OK,15.57,UNDERSTOCK,22.49,UNDERSTOCK,45.27,UNDERSTOCK,71.71,UNDERSTOCK,83.18,UNDERSTOCK
270,402,Delhi,Company_270,Branch_270,Nail Polish (Extra2),0,4.03,UNDERSTOCK,8.92,UNDERSTOCK,11.13,UNDERSTOCK,14.94,UNDERSTOCK,24.41,UNDERSTOCK,52.41,UNDERSTOCK,72.15,UNDERSTOCK
72,522,Ahmedabad,StarBazaar,Branch 1,Product_522,0,9.13,UNDERSTOCK,9.48,UNDERSTOCK,13.61,UNDERSTOCK,20.76,UNDERSTOCK,34.25,UNDERSTOCK,59.2,UNDERSTOCK,72.15,UNDERSTOCK
66,393,Mumbai,Spencer,Branch 7,Shower Gel (Extra2),1,3.24,UNDERSTOCK,7.77,UNDERSTOCK,10.5,UNDERSTOCK,17.76,UNDERSTOCK,28.52,UNDERSTOCK,57.23,UNDERSTOCK,74.77,UNDERSTOCK
97,272,Delhi,MoreSuper,Branch 14,Shower Gel (Extra),1,6.63,UNDERSTOCK,9.25,UNDERSTOCK,11.15,UNDERSTOCK,15.16,UNDERSTOCK,26.14,UNDERSTOCK,61.97,UNDERSTOCK,87.41,UNDERSTOCK
54,381,Surat,BigBazaar,Branch 7,Pan (Extra2),0,11.47,UNDERSTOCK,17.57,UNDERSTOCK,29.68,UNDERSTOCK,65.11,UNDERSTOCK,90.53,UNDERSTOCK,88.77,UNDERSTOCK,88.77,UNDERSTOCK
65,596,Mumbai,Spencer,Branch 6,Product_596,7,4.5,OK,9.0,UNDERSTOCK,12.24,UNDERSTOCK,18.5,UNDERSTOCK,36.76,UNDERSTOCK,54.22,UNDERSTOCK,61.91,UNDERSTOCK
39,381,Surat,MoreSuper,Branch 4,Pan (Extra2),0,3.41,UNDERSTOCK,10.4,UNDERSTOCK,18.72,UNDERSTOCK,30.04,UNDERSTOCK,67.29,UNDERSTOCK,92.18,UNDERSTOCK,90.28,UNDERSTOCK
